,Date,actural_return,historic_mean,predicted_return,f_err,r_err,RMSE_diff,se_lm,se_mean,,,
215,12480,-0.68,-0.100408547,-0.005166667,-0.579591453,-0.674833333,-0.096874447,0.335926253,0.455400028,,,
216,12481,0.51,-0.084093737,-0.002194444,0.594093737,0.512194444,-0.096799143,0.352947368,0.262343149,,,
217,12482,-1.13,-0.619155858,0.003138889,-0.510844142,-1.133138889,-0.093699727,0.260961738,1.284003742,,,
218,12485,0.07,0.34949899,-0.008166667,-0.27949899,0.078166667,-0.093659687,0.078119685,0.006110028,,,
219,12486,-0.52,-0.156512716,-0.000444444,-0.363487284,-0.519555556,-0.09303469,0.132123006,0.269937975,,,
220,12487,0.39,-0.040663775,0.000611111,0.430663775,0.389388889,-0.092864632,0.185471287,0.151623707,,,
221,12488,0.35,-0.035323414,-0.004361111,0.385323414,0.354361111,-0.092676183,0.148474133,0.125571797,,,
222,12489,-0.09,0.03610723,-0.002083333,-0.12610723,-0.087916667,-0.092484994,0.015903033,0.00772934,,,
223,12492,0.25,-0.171811217,2.78E-05,0.421811217,0.249972222,-0.092540352,0.177924703,0.062486112,,,
224,12493,0.3,0.037589615,0.008388889,0.262410385,0.291611111,-0.092271623,0.06885921,0.08503704,,,
225,12494,-0.67,0.011782332,0.008666667,-0.681782332,-0.678666667,-0.091953502,0.464827148,0.460588444,,,
226,12495,0.69,-0.075817232,0.006,0.765817232,0.684,-0.091910311,0.586476032,0.467856,,,
227,12496,-0.71,-0.061166481,0.001083333,-0.648833519,-0.711083333,-0.091371416,0.420984935,0.505639507,,,
228,12499,1.13,-0.162574499,-0.002916667,1.292574499,1.132916667,-0.091755957,1.670748834,1.283500174,,,
229,12500,-0.28,0.06902841,-0.005416667,-0.34902841,-0.274583333,-0.091645716,0.121820831,0.075396007,,,
230,12501,0.06,-0.030070614,-0.008916667,0.090070614,0.068916667,-0.091452983,0.008112715,0.004749507,,,
231,12502,1.39,0.12169223,-0.008083333,1.26830777,1.398083333,-0.089936462,1.6086046,1.954637007,,,
232,12503,0.66,0.077018875,-0.006027778,0.582981125,0.666027778,-0.08938703,0.339866993,0.443593001,,,
233,12506,-0.43,-0.102672958,-0.010333333,-0.327327042,-0.419666667,-0.08898949,0.107142992,0.176120111,,,
